City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Sorland,NO,2022-05-30 19:37:11,67.667,12.6934,51.66,76,83,7.25
271,Port Blair,IN,2022-05-30 19:33:17,11.6667,92.75,82.44,89,75,8.05
272,Nador,MA,2022-05-30 19:33:24,35.174,-2.9287,73.65,49,0,8.05
273,Hambantota,LK,2022-05-30 19:37:11,6.1241,81.1185,78.6,84,100,19.57
274,Manokwari,ID,2022-05-30 19:37:12,-0.8667,134.0833,77.95,78,49,3.62
275,Poum,NC,2022-05-30 19:37:12,-20.2333,164.0167,77.29,79,60,10.89
276,Atambua,ID,2022-05-30 19:38:12,-9.1061,124.8925,72.5,86,94,2.86
277,Grindavik,IS,2022-05-30 19:38:13,63.8424,-22.4338,52.27,87,75,8.05
278,Russell,US,2022-05-30 19:38:13,32.3502,-85.1999,89.91,43,20,9.22
279,Lebu,CL,2022-05-30 19:38:13,-37.6167,-73.65,47.86,64,0,12.33
280,Shieli,KZ,2022-05-30 19:38:14,44.1667,66.75,70.52,38,4,8.32
281,Guadix,ES,2022-05-30 19:38:14,37.2993,-3.1392,68.47,48,83,3.53
282,Schopfheim,DE,2022-05-30 19:38:14,47.6511,7.8209,63.12,59,51,3.18
283,Ranfurly,NZ,2022-05-30 19:38:15,-45.1333,170.1,48.97,83,100,5.7
284,Diffa,NE,2022-05-30 19:38:15,13.3154,12.6113,88.23,8,0,6.8
285,Elizabeth City,US,2022-05-30 19:38:15,36.2946,-76.2511,87.82,56,0,9.44
286,Polyarnyy,RU,2022-05-30 19:38:15,69.1989,33.4478,42.15,69,8,5.91
287,Tura,IN,2022-05-30 19:38:04,25.5198,90.2201,73.22,90,0,3.96
288,Tommot,RU,2022-05-30 19:38:16,58.9564,126.2925,44.35,94,33,3.56
289,Northam,GB,2022-05-30 19:38:16,51.0333,-4.2167,53.62,71,16,8.03
290,Fort Beaufort,ZA,2022-05-30 19:38:17,-32.7748,26.6338,51.58,39,100,4.92
291,Pontes E Lacerda,BR,2022-05-30 19:38:17,-15.2261,-59.3353,87.8,44,69,1.95
292,Nishihara,JP,2022-05-30 19:38:17,26.1842,127.7558,76.68,94,75,14.97
293,Marzuq,YE,2022-05-30 19:38:18,14.4,46.4667,79.25,41,41,5.37
294,Izhma,RU,2022-05-30 19:38:18,65.0083,53.9113,51.1,49,5,4.79
295,Les Cayes,HT,2022-05-30 19:38:18,18.2,-73.75,84.54,69,21,11.9
296,Kangaatsiaq,GL,2022-05-30 19:38:19,68.3065,-53.4641,33.15,80,5,13.02
297,Zonguldak,TR,2022-05-30 19:38:19,41.25,31.8333,60.1,66,3,4.41
298,Gimli,CA,2022-05-30 19:38:19,50.6336,-96.9907,57.22,94,100,16.11
299,Severo-Kurilsk,RU,2022-05-30 19:38:20,50.6789,156.125,42.24,88,85,1.57
300,Kuldiga,LV,2022-05-30 19:38:20,56.974,21.9572,51.49,99,100,4.88
301,Lorengau,PG,2022-05-30 19:38:20,-2.0226,147.2712,78.84,85,100,8.81
302,Hami,CN,2022-05-30 19:38:21,42.8,93.45,81.18,20,0,17.36
303,Witu,KE,2022-05-30 19:38:21,-2.3889,40.4382,78.3,78,2,12.44
304,Tautira,PF,2022-05-30 19:38:21,-17.7333,-149.15,78.76,71,80,6.78
305,Tocopilla,CL,2022-05-30 19:38:22,-22.092,-70.1979,65.23,67,93,8.1
306,Cockburn Town,TC,2022-05-30 19:38:22,21.4612,-71.1419,84.16,65,40,14.97
307,Toamasina,MG,2022-05-30 19:38:22,-18.1667,49.3833,66.2,94,20,4.61
308,Burns Lake,CA,2022-05-30 19:38:23,54.2331,-125.7533,60.22,30,77,7.31
309,Havoysund,NO,2022-05-30 19:38:23,70.9963,24.6622,46.63,56,2,10.71
310,Dargaville,NZ,2022-05-30 19:38:24,-35.9333,173.8833,55.65,95,96,5.28
311,Srednekolymsk,RU,2022-05-30 19:33:45,67.45,153.6833,51.51,57,100,11.3
312,Jacareacanga,BR,2022-05-30 19:38:24,-6.2222,-57.7528,85.39,69,75,1.81
313,Inirida,CO,2022-05-30 19:38:25,3.8653,-67.9239,87.22,61,73,1.97
314,Saint George,US,2022-05-30 19:36:12,37.1041,-113.5841,74.43,14,0,11.5
315,Xam Nua,LA,2022-05-30 19:38:25,20.4197,104.0439,67.6,98,100,2.01
316,Iqaluit,CA,2022-05-30 19:38:26,63.7506,-68.5145,38.93,75,20,18.41
317,Kaeo,NZ,2022-05-30 19:38:26,-35.1,173.7833,59.99,89,100,5.3
318,Nouadhibou,MR,2022-05-30 19:38:26,20.931,-17.0347,71.58,78,0,17.27
319,Talnakh,RU,2022-05-30 19:38:26,69.4865,88.3972,33.21,83,3,6.8
320,Bondoukou,CI,2022-05-30 19:39:27,8.0333,-2.8,76.44,82,28,4.94
321,Bubaque,GW,2022-05-30 19:36:05,11.2833,-15.8333,80.19,77,100,12.55
322,Jumla,NP,2022-05-30 19:39:27,29.2747,82.1838,55.35,86,50,0.76
323,Lodja,CD,2022-05-30 19:39:27,-3.4833,23.4333,73.11,74,19,1.61
324,Lompoc,US,2022-05-30 19:39:28,34.6391,-120.4579,71.74,62,0,28.99
325,Moussoro,TD,2022-05-30 19:39:28,13.6408,16.4901,94.33,12,1,7.43
326,Yeppoon,AU,2022-05-30 19:39:28,-23.1333,150.7333,67.78,64,91,8.19
327,Marawi,PH,2022-05-30 19:39:28,7.9986,124.2928,65.14,85,100,2.24
328,Issoire,FR,2022-05-30 19:39:29,45.55,3.25,65.46,55,70,4.14
329,Puerto Colombia,CO,2022-05-30 19:38:23,10.9878,-74.9547,87.89,74,16,14.38
330,Omsukchan,RU,2022-05-30 19:39:29,62.5333,155.8,36.34,98,100,7.18
331,Coueron,FR,2022-05-30 19:39:29,47.2151,-1.7217,64.35,42,0,4.61
332,Dumas,US,2022-05-30 19:39:30,35.8656,-101.9732,86.14,8,0,17.27
333,Akyab,MM,2022-05-30 19:39:31,20.15,92.9,81.41,84,54,7.38
334,Taltal,CL,2022-05-30 19:39:31,-25.4,-70.4833,62.91,67,22,6.22
335,Seydi,TM,2022-05-30 19:39:32,39.4816,62.9137,76.14,23,0,8.72
336,Nizwa,OM,2022-05-30 19:39:32,22.9333,57.5333,83.37,14,0,4.9
337,Kanker,IN,2022-05-30 19:39:32,20.2719,81.4931,84.83,44,100,5.19
338,Clyde River,CA,2022-05-30 19:39:33,70.4692,-68.5914,28.63,80,0,6.91
339,Shepetivka,UA,2022-05-30 19:39:33,50.1855,27.0637,49.59,89,8,3.51
340,Mount Isa,AU,2022-05-30 19:39:33,-20.7333,139.5,58.77,26,100,8.05
341,Arrecife,ES,2022-05-30 19:39:34,28.963,-13.5477,73.38,68,20,13.8
342,Starogard Gdanski,PL,2022-05-30 19:39:34,53.964,18.5264,51.89,100,95,2.82
343,Porbandar,IN,2022-05-30 19:39:34,21.6422,69.6093,80.87,82,30,13.4
344,Vostok,RU,2022-05-30 19:39:34,46.4856,135.8833,46.38,84,100,2.75
345,Adrar,MR,2022-05-30 19:39:35,20.5022,-10.0711,92.93,15,31,5.88
346,Vardo,NO,2022-05-30 19:39:35,70.3705,31.1107,42.78,75,0,2.3
347,Roma,US,2022-05-30 19:39:13,43.2128,-75.4557,86.83,46,36,3.0
348,Asadabad,IR,2022-05-30 19:39:35,34.7824,48.1185,66.15,40,7,8.12
349,Cedar Rapids,US,2022-05-30 19:37:46,42.0083,-91.6441,87.35,45,0,23.02
350,Aberdeen,GB,2022-05-30 19:35:21,57.1437,-2.0981,50.65,86,20,8.05
351,Verkhnevilyuysk,RU,2022-05-30 19:39:36,63.4453,120.3167,43.61,92,100,7.58
352,Payo,ID,2022-05-30 19:39:36,-3.7508,103.6372,72.39,98,71,2.1
353,Buenavista,PH,2022-05-30 19:39:36,8.9769,125.4089,73.36,86,100,1.36
354,Ulundi,ZA,2022-05-30 19:39:37,-28.3352,31.4162,50.05,73,0,3.49
355,Fiche,ET,2022-05-30 19:39:37,9.8,38.7333,56.52,35,41,3.62
356,Samarai,PG,2022-05-30 19:39:37,-10.6167,150.6667,78.67,75,50,5.75
357,Penhold,CA,2022-05-30 19:39:38,52.1334,-113.8687,57.25,35,75,14.97
358,Anan,JP,2022-05-30 19:39:38,33.9167,134.65,65.98,94,100,7.45
359,Nelson Bay,AU,2022-05-30 19:39:38,-32.7167,152.15,57.09,71,73,4.0
360,Timmins,CA,2022-05-30 19:39:38,48.4669,-81.3331,76.82,61,100,9.22
361,Lavrentiya,RU,2022-05-30 19:39:39,65.5833,-171.0,38.1,87,96,3.8
362,Nikel,RU,2022-05-30 19:39:39,69.4128,30.222,42.98,51,8,9.73
363,Acapulco,MX,2022-05-30 19:39:39,16.8634,-99.8901,85.82,66,100,14.97
364,Moba,CN,2022-05-30 19:39:40,33.2288,105.0179,54.95,77,86,2.91
365,Cayenne,GF,2022-05-30 19:39:40,4.9333,-52.3333,77.09,1,75,3.44
366,Concordia,AR,2022-05-30 19:40:40,-31.393,-58.0209,53.78,47,0,11.99
367,Xapuri,BR,2022-05-30 19:40:40,-10.6517,-68.5044,89.37,46,93,3.67
368,Uzhur,RU,2022-05-30 19:40:41,55.3036,89.8339,55.49,71,68,7.63
369,Goderich,CA,2022-05-30 19:40:41,43.7501,-81.7165,79.12,53,100,14.97
370,Dzhuryn,UA,2022-05-30 19:40:41,49.0329,25.5839,55.38,75,83,4.92
371,Mount Pleasant,US,2022-05-30 19:38:57,32.7941,-79.8626,88.09,70,20,11.5
372,Bainbridge,US,2022-05-30 19:40:42,47.6262,-122.5212,59.27,71,75,1.99
373,Hudson Bay,CA,2022-05-30 19:40:42,52.85,-102.3842,52.99,94,100,10.98
374,Xinyu,CN,2022-05-30 19:40:42,27.8043,114.9334,72.23,96,100,1.32
375,Flin Flon,CA,2022-05-30 19:40:43,54.7682,-101.865,53.44,87,100,12.66
376,Great Yarmouth,GB,2022-05-30 19:40:43,52.6083,1.7305,54.41,73,100,12.3
377,North Bend,US,2022-05-30 19:40:43,43.4065,-124.2243,60.24,84,100,10.36
378,Nantucket,US,2022-05-30 19:36:13,41.2835,-70.0995,75.34,77,0,13.8
379,Yairipok,IN,2022-05-30 19:40:43,24.6667,94.0667,69.84,97,94,2.06
380,Pervomayskoye,RU,2022-05-30 19:40:44,43.919,46.7102,61.54,73,1,6.89
381,Port-Gentil,GA,2022-05-30 19:40:44,-0.7193,8.7815,75.16,88,20,10.36
382,Waspan,NI,2022-05-30 19:40:44,14.7419,-83.9717,79.61,88,100,3.04
383,Bosobolo,CD,2022-05-30 19:40:45,4.1833,19.9,75.04,78,59,2.13
384,Didao,CN,2022-05-30 19:40:45,45.3667,130.8,49.5,96,99,3.65
385,Dongsheng,CN,2022-05-30 19:40:45,39.8161,109.9776,62.01,16,9,16.98
386,Silchar,IN,2022-05-30 19:40:45,24.8167,92.8,75.31,96,31,2.84
387,Mildura,AU,2022-05-30 19:40:46,-34.2,142.15,48.07,88,81,17.45
388,Tamboril,DO,2022-05-30 19:40:46,19.4854,-70.611,90.37,55,40,9.22
389,Pundaguitan,PH,2022-05-30 19:40:46,6.3711,126.1689,80.91,77,100,4.47
390,Bartica,GY,2022-05-30 19:40:47,6.4,-58.6167,88.12,83,100,4.43
391,Mehamn,NO,2022-05-30 19:40:47,71.0357,27.8492,42.71,63,4,9.06
392,Santa Cruz De La Palma,ES,2022-05-30 19:40:47,28.6835,-17.7642,77.14,47,75,4.61
393,Khrebtovaya,RU,2022-05-30 19:40:48,56.7032,104.2494,44.87,85,100,6.8
394,Mogzon,RU,2022-05-30 19:40:48,51.7435,111.9606,34.72,75,58,3.74
395,Saint Anthony,US,2022-05-30 19:40:48,45.0205,-93.218,82.09,67,20,20.71
396,Nabire,ID,2022-05-30 19:40:48,-3.3667,135.4833,75.94,85,100,3.22
397,Sol-Iletsk,RU,2022-05-30 19:40:49,51.1631,54.9918,57.45,86,99,8.5
398,Thinadhoo,MV,2022-05-30 19:40:49,0.5333,72.9333,83.8,69,100,15.03
399,Ouadda,CF,2022-05-30 19:40:49,8.0777,22.4007,68.61,90,95,4.41
400,Itarema,BR,2022-05-30 19:40:23,-2.9248,-39.9167,79.2,87,44,13.56
401,San Cristobal,VE,2022-05-30 19:40:50,7.7669,-72.225,84.38,50,96,7.16
402,Bistret,RO,2022-05-30 19:40:50,43.9,23.5,66.92,68,0,3.8
403,Hay River,CA,2022-05-30 19:40:50,60.8156,-115.7999,53.56,37,20,14.97
404,Wawa,NG,2022-05-30 19:40:51,9.9022,4.4192,79.39,70,97,10.42
405,Belmonte,BR,2022-05-30 19:40:51,-15.8631,-38.8828,77.79,82,9,8.32
406,Kushmurun,KZ,2022-05-30 19:40:51,52.4503,64.6311,59.95,87,79,8.08
407,Cabo San Lucas,MX,2022-05-30 19:40:52,22.8909,-109.9124,86.31,59,0,9.22
408,Yar-Sale,RU,2022-05-30 19:40:52,66.8333,70.8333,38.16,60,31,11.99
409,Kemise,ET,2022-05-30 19:40:52,10.7167,39.8667,74.01,31,8,3.96
410,Wanning,CN,2022-05-30 19:40:52,18.8003,110.3967,79.68,92,70,7.09
411,Manggar,ID,2022-05-30 19:40:53,-2.8833,108.2667,79.63,79,14,3.22
412,Vao,NC,2022-05-30 19:40:53,-22.6667,167.4833,76.15,83,74,14.76
413,Balikpapan,ID,2022-05-30 19:41:53,-1.2675,116.8289,72.93,79,59,2.71
414,Lovozero,RU,2022-05-30 19:41:54,68.005,35.0117,43.83,64,8,6.08
415,Eureka,US,2022-05-30 19:41:54,40.8021,-124.1637,66.67,70,2,10.0
416,Hualmay,PE,2022-05-30 19:41:12,-11.0964,-77.6139,67.08,71,70,10.98
417,Los Llanos De Aridane,ES,2022-05-30 19:41:54,28.6585,-17.9182,73.15,93,75,12.66
418,Teeli,RU,2022-05-30 19:41:55,51.0333,90.2333,60.4,37,100,1.97
419,Celestun,MX,2022-05-30 19:41:55,20.8667,-90.4,86.95,62,100,9.26
420,Santa Cruz De Tenerife,ES,2022-05-30 19:41:55,28.4682,-16.2546,73.92,77,20,4.0
421,Pandan,PH,2022-05-30 19:41:56,14.0453,124.1694,79.02,81,100,2.59
422,Kodinsk,RU,2022-05-30 19:41:56,58.6881,99.1844,51.26,93,100,7.72
423,Kieta,PG,2022-05-30 19:41:56,-6.2167,155.6333,77.92,83,76,3.58
424,Pevek,RU,2022-05-30 19:41:57,69.7008,170.3133,33.73,86,100,2.46
425,Tabuk,PH,2022-05-30 19:41:57,17.4189,121.4443,74.21,92,26,2.13
426,Sistranda,NO,2022-05-30 19:41:57,63.7256,8.834,62.56,68,100,12.75
427,Ust-Karsk,RU,2022-05-30 19:41:57,52.7011,118.8077,44.55,94,100,2.8
428,Osypenko,UA,2022-05-30 19:41:58,46.9136,36.8253,68.4,75,12,9.89
429,Gweta,BW,2022-05-30 19:41:58,-20.1833,25.2333,68.14,32,0,6.33
430,Camacha,PT,2022-05-30 19:41:58,33.0833,-16.3333,65.62,73,20,23.02
431,Gorontalo,ID,2022-05-30 19:41:59,0.5412,123.0595,74.46,90,79,2.37
432,Ritchie,ZA,2022-05-30 19:41:59,-29.038,24.6028,38.41,40,3,6.35
433,Margate,GB,2022-05-30 19:41:59,51.3813,1.3862,55.31,62,96,1.01
434,Hirara,JP,2022-05-30 19:42:00,24.8,125.2833,81.79,81,100,9.57
435,Portland,US,2022-05-30 19:42:00,45.5234,-122.6762,61.77,72,75,5.75
436,Puerto Ayacucho,VE,2022-05-30 19:42:00,5.6639,-67.6236,87.15,66,67,0.76
437,Williston,US,2022-05-30 19:42:00,48.147,-103.618,62.04,70,100,10.0
438,Limbang,MY,2022-05-30 19:42:01,4.75,115.0,78.91,92,100,2.13
439,Moree,AU,2022-05-30 19:42:01,-29.4667,149.85,53.62,71,100,17.27
440,Nemuro,JP,2022-05-30 19:42:02,43.3236,145.575,43.81,96,100,13.91
441,Hovd,MN,2022-05-30 19:42:02,48.0056,91.6419,61.27,27,100,2.3
442,Christchurch,NZ,2022-05-30 19:41:44,-43.5333,172.6333,57.33,78,100,10.36
443,Guane,CU,2022-05-30 19:42:02,22.2025,-84.0875,83.93,65,91,13.4
444,Korem,ET,2022-05-30 19:42:03,12.5058,39.5228,61.43,47,63,3.8
445,Kudat,MY,2022-05-30 19:42:03,6.8837,116.8477,77.29,94,20,0.0
446,Bandarbeyla,SO,2022-05-30 19:42:03,9.4942,50.8122,79.9,80,100,26.22
447,Kanniyakumari,IN,2022-05-30 19:42:04,8.0833,77.5667,80.35,82,100,17.65
448,Basoko,CD,2022-05-30 19:42:04,1.2391,23.616,73.92,85,18,4.0
449,Mogadishu,SO,2022-05-30 19:42:04,2.0371,45.3438,80.06,76,75,15.79
450,Polunochnoye,RU,2022-05-30 19:42:05,60.8697,60.4153,44.46,94,100,7.74
451,Pathein,MM,2022-05-30 19:42:05,16.7833,94.7333,79.97,88,98,4.7
452,Dasoguz,TM,2022-05-30 19:42:06,41.8363,59.9666,76.95,38,0,6.91
453,Midland,US,2022-05-30 19:38:00,31.9974,-102.0779,98.8,13,0,17.27
454,Zainsk,RU,2022-05-30 19:42:06,55.3195,52.0694,52.79,89,0,7.0
455,Urumqi,CN,2022-05-30 19:40:15,43.801,87.6005,68.95,43,0,0.0
456,Guiratinga,BR,2022-05-30 19:42:07,-16.3494,-53.7583,87.82,35,83,3.09
457,Selfoss,IS,2022-05-30 19:42:07,63.9331,-20.9971,57.04,70,97,5.35
458,Imbituba,BR,2022-05-30 19:43:08,-28.24,-48.6703,61.86,91,100,5.99
459,Muzhi,RU,2022-05-30 19:43:08,65.3667,64.6667,44.71,55,60,6.49
460,Tay Ninh,VN,2022-05-30 19:43:08,11.3,106.1,77.61,93,99,5.5
461,Mogok,MM,2022-05-30 19:43:10,22.9167,96.5,65.88,90,9,2.84
462,Aykhal,RU,2022-05-30 19:43:10,66.0,111.5,40.15,64,100,6.55
463,Okhotsk,RU,2022-05-30 19:43:10,59.3833,143.3,38.59,81,100,2.15
464,Nileshwar,IN,2022-05-30 19:43:11,12.25,75.1,81.0,78,100,5.41
465,Vieste,IT,2022-05-30 19:43:11,41.8825,16.175,70.3,82,14,4.72
466,Smithers,CA,2022-05-30 19:43:11,54.7804,-127.1743,62.92,51,40,4.61
467,Cervo,ES,2022-05-30 19:43:12,43.6702,-7.4101,62.96,90,100,2.08
468,Meulaboh,ID,2022-05-30 19:43:12,4.1363,96.1285,75.83,88,41,4.72
469,Blackwater,AU,2022-05-30 19:43:12,-23.5833,148.8833,52.93,43,81,11.03
470,Pout,SN,2022-05-30 19:43:13,14.7739,-17.0603,77.76,73,0,18.41
471,Raudeberg,NO,2022-05-30 19:43:13,61.9875,5.1352,52.47,71,26,11.27
472,Naze,JP,2022-05-30 19:43:13,28.3667,129.4833,76.12,88,100,10.76
473,San Patricio,US,2022-05-30 19:43:14,28.017,-97.5169,92.12,45,0,22.77
474,Pafos,CY,2022-05-30 19:43:14,34.7667,32.4167,76.78,38,0,2.3
475,Batemans Bay,AU,2022-05-30 19:43:14,-35.7167,150.1833,51.1,63,60,11.45
476,Macau,MO,2022-05-30 19:43:15,22.2006,113.5461,82.2,89,40,6.91
477,Primorsko-Akhtarsk,RU,2022-05-30 19:43:15,46.0497,38.1747,71.42,74,100,6.76
478,Castelbuono,IT,2022-05-30 19:43:15,37.932,14.0886,75.22,38,77,7.65
479,Regeneracao,BR,2022-05-30 19:43:16,-6.2378,-42.6883,78.35,77,99,1.63
480,Chifeng,CN,2022-05-30 19:43:16,42.2683,118.9636,54.55,41,90,1.36
481,Tiznit,MA,2022-05-30 19:40:00,29.5833,-9.5,69.71,46,0,4.23
482,Diamantino,BR,2022-05-30 19:43:16,-14.4086,-56.4461,92.26,30,30,4.38
483,Olga,RU,2022-05-30 19:43:17,43.7444,135.2892,46.6,98,100,12.33
484,Egvekinot,RU,2022-05-30 19:43:17,66.3167,-179.1667,35.37,74,65,4.47
485,Korla,CN,2022-05-30 19:43:18,41.7597,86.1469,79.75,18,100,15.26
486,Salalah,OM,2022-05-30 19:43:18,17.0151,54.0924,84.29,84,75,6.91
487,Zhigansk,RU,2022-05-30 19:43:18,66.7697,123.3711,35.17,81,100,15.7
488,Wamba,NG,2022-05-30 19:43:19,8.9333,8.6,81.93,52,24,2.93
489,Jadu,LY,2022-05-30 19:43:19,31.953,12.0261,83.26,19,100,9.24
490,Ibiruba,BR,2022-05-30 19:43:19,-28.6275,-53.0897,51.46,73,27,10.29
491,Marrakesh,MA,2022-05-30 19:43:20,31.6315,-8.0083,82.47,30,0,6.91
492,Kirakira,SB,2022-05-30 19:43:20,-10.4544,161.9205,80.04,82,46,5.55
493,Silver City,US,2022-05-30 19:43:20,32.7701,-108.2803,78.91,17,0,15.99
494,Marsa Matruh,EG,2022-05-30 19:38:40,31.3525,27.2453,71.8,83,40,12.66
495,Khasan,RU,2022-05-30 19:43:21,42.4308,130.6434,49.55,96,100,6.44
496,Port-Cartier,CA,2022-05-30 19:43:21,50.0334,-66.8654,57.42,38,88,13.09
497,Huarmey,PE,2022-05-30 19:43:21,-10.0681,-78.1522,68.29,72,73,11.23
498,Ulladulla,AU,2022-05-30 19:43:21,-35.35,150.4667,54.5,66,87,14.56
499,Campoverde,PE,2022-05-30 19:43:22,-8.4753,-74.8058,89.29,50,78,3.33
500,Divnomorskoye,RU,2022-05-30 19:43:22,44.5011,38.1353,69.89,74,13,4.94
501,Semporna,MY,2022-05-30 19:43:22,4.4818,118.6112,79.16,85,100,4.94
502,Aquiraz,BR,2022-05-30 19:41:52,-3.9014,-38.3911,84.29,85,36,7.94
503,Mchinji,MW,2022-05-30 19:43:23,-13.7984,32.8802,57.81,63,36,2.35
504,Tilichiki,RU,2022-05-30 19:43:23,60.4667,166.1,38.57,80,92,1.05
505,Leningradskiy,RU,2022-05-30 19:43:23,69.3833,178.4167,37.09,85,98,4.88
506,Kontagora,NG,2022-05-30 19:44:24,10.3999,5.4695,78.89,62,100,4.54
507,Puerto Palomas,MX,2022-05-30 19:44:24,31.7667,-107.6167,86.9,10,0,22.21
508,Formosa Do Rio Preto,BR,2022-05-30 19:44:24,-11.0483,-45.1931,88.74,31,8,6.06
509,Deputatskiy,RU,2022-05-30 19:44:25,69.3,139.9,33.76,92,100,2.28
510,Laguna,US,2022-05-30 19:44:25,38.421,-121.4238,79.09,27,0,16.11
511,Tabou,CI,2022-05-30 19:44:25,4.423,-7.3528,78.58,83,92,8.14
512,Neiafu,TO,2022-05-30 19:44:26,-18.65,-173.9833,72.28,94,20,0.0
513,Broken Hill,AU,2022-05-30 19:44:26,-31.95,141.4333,49.5,79,54,16.98
514,Emba,KZ,2022-05-30 19:44:26,48.8264,58.1442,72.19,33,90,6.64
515,Soeng Sang,TH,2022-05-30 19:44:26,14.4264,102.4606,75.94,86,100,7.52
516,Abakaliki,NG,2022-05-30 19:44:27,6.3163,8.1169,78.42,83,97,9.04
517,Sept-Iles,CA,2022-05-30 19:40:19,50.2001,-66.3821,57.72,37,75,11.5
518,Aksu,CN,2022-05-30 19:44:27,41.1231,80.2644,73.89,28,97,18.92
519,Hasaki,JP,2022-05-30 19:44:27,35.7333,140.8333,64.8,89,100,14.52
520,Irece,BR,2022-05-30 19:44:28,-11.3042,-41.8558,80.74,48,100,6.15
521,Kabare,CD,2022-05-30 19:44:28,-2.4683,28.8242,60.49,97,91,2.17
522,Abu Samrah,SY,2022-05-30 19:44:28,35.3029,37.1841,79.0,29,0,8.05
523,Quatre Cocos,MU,2022-05-30 19:44:29,-20.2078,57.7625,70.09,66,84,17.47
524,Atikokan,CA,2022-05-30 19:44:29,48.7555,-91.6216,79.54,56,96,10.58
525,Antalaha,MG,2022-05-30 19:44:29,-14.9003,50.2788,72.97,76,89,9.75
526,Van Buren,US,2022-05-30 19:44:30,35.4368,-94.3483,89.33,51,40,10.36
527,Itoman,JP,2022-05-30 19:44:30,26.1247,127.6694,77.4,94,75,12.66
528,Jilib,SO,2022-05-30 19:42:38,0.4883,42.7854,73.33,87,3,4.61
529,Oyonnax,FR,2022-05-30 19:44:30,46.2592,5.6573,62.73,59,69,2.66
530,Arcelia,MX,2022-05-30 19:44:31,18.2833,-100.2667,96.67,31,64,5.1
531,Warrington,GB,2022-05-30 19:44:31,53.3925,-2.5802,53.46,84,75,10.36
532,Khani,GE,2022-05-30 19:44:31,41.9563,42.9566,56.77,64,0,6.02
533,Sitka,US,2022-05-30 19:44:31,57.0531,-135.33,49.89,81,75,6.91
534,Galeana,MX,2022-05-30 19:44:32,24.8333,-100.0667,84.04,29,14,13.13
535,Karratha,AU,2022-05-30 19:44:32,-20.7377,116.8463,61.93,85,99,23.33
536,Port Hardy,CA,2022-05-30 19:42:13,50.6996,-127.4199,55.4,87,75,8.05
537,Srisailam,IN,2022-05-30 19:44:32,16.0833,78.8667,84.36,44,100,3.24
538,Puchezh,RU,2022-05-30 19:44:33,56.9788,43.1676,53.22,76,98,6.11
539,Ketchikan,US,2022-05-30 19:44:33,55.3422,-131.6461,63.07,59,0,6.91
540,Igrim,RU,2022-05-30 19:44:33,63.1906,64.4162,46.13,57,14,8.88
541,Novoagansk,RU,2022-05-30 19:44:33,61.9449,76.6625,45.84,59,7,6.31
542,Tessalit,ML,2022-05-30 19:44:34,20.1986,1.0114,98.73,14,34,5.88
543,Baykit,RU,2022-05-30 19:44:34,61.67,96.37,52.93,84,100,5.84
